"﻿变量名",typeSeqID,weight,group,desc,desc_tw,desc_en,desc_vn,desc_kr,choice1,choice1_tw,choice1_en,choice1_vn,choice1_kr,choice2,choice2_tw,choice2_en,choice2_vn,choice2_kr,choice3,choice3_tw,choice3_en,choice3_vn,choice3_kr,choice4,choice4_tw,choice4_en,choice4_vn,choice4_kr,answer,imgID
268,1,50,160,"[Common sense] The ""one day"" we often say refers to:",【常識】我們常說的“一日”是指：,"[Common sense] The ""one day"" we often say refers to:",404,404,The time of the earth's rotation,地球自轉一周的時間,The time of the earth's rotation,404,404,The time of the earth's revolution,地球公轉一周的時間,The time of the earth's revolution,404,404,Half time of the earth's revolution,地球公轉半周的時間,Half time of the earth's revolution,404,404,The time for the earth half rotation,地球自轉半周的時間,The time for the earth half rotation,404,404,1,
269,1,50,161,[Common Sense] What is the abbreviation of the central processing unit of a computer?,【常識】電腦的中央處理器英文縮寫是？,[Common Sense] What is the abbreviation of the central processing unit of a computer?,404,404,CPU,CPU,CPU,404,404,GDP,GDP,GDP,404,404,NBA,NBA,NBA,404,404,CPV,CPV,CPV,404,404,1,
270,1,50,162,[Common Sense] Which one is heavier? 1 pound of Iron or 1 pound of wood?,【常識】一千克鐵和一千克木頭哪個重？,[Common Sense] Which one is heavier? 1 pound of Iron or 1 pound of wood?,404,404,Same weight,一樣重,Same weight,404,404,Wood,木頭,Wood,404,404,Iron,鐵,Iron,404,404,Not comparable,沒有可比性,Not comparable,404,404,1,
271,2,50,346,[Common sense] Which of the following products of photosynthesis are not synthesized in the chloroplast?,【常識】下列在光合作用的產物中，不在葉綠體內合成的是？,[Common sense] Which of the following products of photosynthesis are not synthesized in the chloroplast?,404,404,Cane sugar,蔗糖,Cane sugar,404,404,Starch,澱粉,Starch,404,404,Protein,蛋白質,Protein,404,404,Fat,脂質,Fat,404,404,1,
272,2,50,347,[Common sense] Which of the following statements about inertia is correct?,【常識】下列關於慣性的說法中，正確的是？,[Common sense] Which of the following statements about inertia is correct?,404,404,"The greater the mass of the object, the greater the inertia",物體的質量越大，慣性越大,"The greater the mass of the object, the greater the inertia",404,404,"The greater the external force on the object, the greater the inertia",物體所受合外力越大，慣性越大,"The greater the external force on the object, the greater the inertia",404,404,The inertia disappears when the object moves in free fall,物體做自由落體運動時慣性消失,The inertia disappears when the object moves in free fall,404,404,"The greater the speed of the object, the greater the inertia",物體的速度越大，慣性越大,"The greater the speed of the object, the greater the inertia",404,404,1,
273,2,50,349,[Common Sense] What is the 12th digit after the decimal point of Pi?,【常識】圓周率小數點後第12位是？,[Common Sense] What is the 12th digit after the decimal point of Pi?,404,404,9,9,9,404,404,8,8,8,404,404,5,5,5,404,404,4,4,4,404,404,1,
274,2,50,354,[Common Sense] What is the English abbreviation of Local Area Network?,【常識】局域網的英文縮寫是？,[Common Sense] What is the English abbreviation of Local Area Network?,404,404,LAN,LAN,LAN,404,404,ADSL,ADSL,ADSL,404,404,MAC,MAC,MAC,404,404,Internet,Internet,Internet,404,404,1,
275,2,50,357,[Common sense] What is the maximum safe voltage for the human body?,【常識】對人體來說安全電壓最大值為多少？,[Common sense] What is the maximum safe voltage for the human body?,404,404,36,36,36,404,404,37,37,37,404,404,38,38,38,404,404,40,40,40,404,404,1,
276,3,50,351,"[Common sense] In nature, what is called the ""element of wisdom""?",【常識】自然界中，有“智慧元素”之稱的是？,"[Common sense] In nature, what is called the ""element of wisdom""?",404,404,Iodine,碘,Iodine,404,404,Iron,鐵,Iron,404,404,Calcium,鈣,Calcium,404,404,Zinc,鋅,Zinc,404,404,1,
277,3,50,352,[Common sense] Dutch windmills are mainly used for?,【常識】荷蘭的風車主要用於？,[Common sense] Dutch windmills are mainly used for?,404,404,Drain,排水,Drain,404,404,Sightseeing,觀光,Sightseeing,404,404,Power generation,發電,Power generation,404,404,Generate wind,生風,Generate wind,404,404,1,
278,3,50,353,[Common Sense] Which of the following are not among the Seven Wonders of the World?,【常識】下列不屬於世界七大奇跡的是？,[Common Sense] Which of the following are not among the Seven Wonders of the World?,404,404,Statue of Zeus,宙斯神像,Statue of Zeus,404,404,Hanging Gardens of Babylon,巴比倫空中花園,Hanging Gardens of Babylon,404,404,Egyptian Pyramids,埃及金字塔,Egyptian Pyramids,404,404,Mausoleum of the First Qin Emperor,秦始皇陵兵馬俑,Mausoleum of the First Qin Emperor,404,404,1,
279,3,50,354,[Common sense] What position is Venus in Roman mythology?,【常識】維納斯是羅馬神話中的？,[Common sense] What position is Venus in Roman mythology?,404,404,Eros and Beauty,愛神與美神,Eros and Beauty,404,404,God of Wisdom,智慧之神,God of Wisdom,404,404,God of sun,太陽神,God of sun,404,404,God of netherworld,冥王,God of netherworld,404,404,1,
280,3,50,355,[Common sense] What is the most dangerous bee in the world?,【常識】世界上最危險的蜜蜂是？,[Common sense] What is the most dangerous bee in the world?,404,404,Hornet,虎頭蜂,Hornet,404,404,Black bee,黑大蜜蜂,Black bee,404,404,Saban bee,沙巴蜂,Saban bee,404,404,Indian Bee,印度蜂,Indian Bee,404,404,1,
281,3,50,356,"[Common sense] There are many forms of generators, but their working principles are based on the law of electromagnetic induction and the law of electromagnetic force. Who first developed the generator in the second industrial revolution?",【常識】發電機的形式很多，但其工作原理都基於電磁感應定律和電磁力定律。在第二次工業革命中首先研制成發電機的是？,"[Common sense] There are many forms of generators, but their working principles are based on the law of electromagnetic induction and the law of electromagnetic force. Who first developed the generator in the second industrial revolution?",404,404,Faraday,法拉第,Faraday,404,404,Stephenson,史蒂芬孫,Stephenson,404,404,Franklin,富蘭克林,Franklin,404,404,Carl Benz,卡爾·本茨,Carl Benz,404,404,1,
282,3,50,357,[Common Sense] Which country has the most oil reserves in the world?,【常識】世界石油儲量最多的是哪一個國家？,[Common Sense] Which country has the most oil reserves in the world?,404,404,Saudi Arabia,沙特阿拉伯,Saudi Arabia,404,404,Iran,伊朗,Iran,404,404,Iraq,伊拉克,Iraq,404,404,Cambodia,柬埔寨,Cambodia,404,404,1,
283,3,50,358,[Common sense] Which of the following famous buildings does not belong to France?,【常識】下列著名建築物哪個不屬於法國？,[Common sense] Which of the following famous buildings does not belong to France?,404,404,Leaning Tower of Pisa,比薩斜塔,Leaning Tower of Pisa,404,404,Arc de Triomphe,凱旋門,Arc de Triomphe,404,404,Eiffel tower,埃菲爾鐵塔,Eiffel tower,404,404,Notre Dame de Paris,巴黎聖母院,Notre Dame de Paris,404,404,1,
284,3,50,359,[Common sense] What are the wings of an airplane used for?,【常識】飛機的機翼是用來做什麽的？,[Common sense] What are the wings of an airplane used for?,404,404,Increase lift,增加升力,Increase lift,404,404,Control direction,控制方向,Control direction,404,404,Control pull up and down,控制拉升和下降,Control pull up and down,404,404,No effect,沒什麽作用,No effect,404,404,1,
285,3,50,360,[Common sense] What is the correct molecular formula of ethanol?,【常識】乙醇正確的分子式是怎麽樣？,[Common sense] What is the correct molecular formula of ethanol?,404,404,C2H5OH,C2H5OH,C2H5OH,404,404,CH3COH,CH3COH,CH3COH,404,404,(NH)4CO3,(NH)4CO3,(NH)4CO3,404,404,(NH)4HCO3,(NH)4HCO3,(NH)4HCO3,404,404,1,
286,3,50,361,"[Common sense] What key is on the left of the ""T"" key on a standard keyboard?",【常識】標準鍵盤的”T“鍵左邊是什麽鍵？,"[Common sense] What key is on the left of the ""T"" key on a standard keyboard?",404,404,R,R,R,404,404,H,H,H,404,404,Y,Y,Y,404,404,E,E,E,404,404,1,
287,3,50,362,[Common Sense] What is incorrect in the description of the influence by solar activities on the earth?,【常識】下列太陽活動對地球的影響中描述不正確的是：,[Common Sense] What is incorrect in the description of the influence by solar activities on the earth?,404,404,Affect Longwave communications,影響長波通訊,Affect Longwave communications,404,404,Affects climate,影響氣候,Affects climate,404,404,Affect shortwave communications,影響短波通訊,Affect shortwave communications,404,404,Generate a magnetic storm,產生磁暴現象,Generate a magnetic storm,404,404,1,
288,3,50,363,"[Common sense] Chemistry is closely related to life, the following statement is wrong",【常識】化學與生活密切相關，下列敘述錯誤的是,"[Common sense] Chemistry is closely related to life, the following statement is wrong",404,404,Activate carbon has deodorization and sterilization effect,活性炭具有除異味和殺菌作用,Activate carbon has deodorization and sterilization effect,404,404,Aluminium alloy is used in high-speed rail construction,鋁合金大量用於高鐵建設,Aluminium alloy is used in high-speed rail construction,404,404,Iodine can be used for external skin disinfection,碘酒可用於皮膚外用消毒,Iodine can be used for external skin disinfection,404,404,High-purity silicon can be used to make light-sensitive batteries,高純矽可用於制作光感電池,High-purity silicon can be used to make light-sensitive batteries,404,404,1,
289,3,50,364,"[Common Sense] Who is the representative painter of ""Fauvism""?",【常識】“野獸主義”的代表畫家是？,"[Common Sense] Who is the representative painter of ""Fauvism""?",404,404,Matisse,馬蒂斯,Matisse,404,404,Picasso,畢加索,Picasso,404,404,Van Gogh,梵高,Van Gogh,404,404,Renoir,雷諾阿,Renoir,404,404,1,
290,3,50,365,"[Common Sense] Which indicator plants can reflect ""acid soil""?",【常識】可以反映“酸性土壤”的指示性植物是？,"[Common Sense] Which indicator plants can reflect ""acid soil""?",404,404,OldWorld forked fern,鐵芒萁,OldWorld forked fern,404,404,Suaeda,堿蓬,Suaeda,404,404,Alhagi sparsi,駱駝刺,Alhagi sparsi,404,404,Reed,蘆葦,Reed,404,404,1,
291,3,50,366,"[Common sense] Under a three-fold magnifying glass, what will the degree of the angle become?",【常識】在三倍放大鏡下，三角板角的度數會？,"[Common sense] Under a three-fold magnifying glass, what will the degree of the angle become?",404,404,Angle unchanged,角度不變,Angle unchanged,404,404,Zoom in 1 time,放大一倍,Zoom in 1 time,404,404,Magnify three times,放大三倍,Magnify three times,404,404,Angle change,角度變化,Angle change,404,404,1,
292,3,50,367,"[Common sense] Among all the giant beasts, which animal has the smallest heart?",【常識】在所有巨大的猛獸中，哪種動物的心臟最小？,"[Common sense] Among all the giant beasts, which animal has the smallest heart?",404,404,Lion,獅子,Lion,404,404,Tiger,老虎,Tiger,404,404,Cheetah,獵豹,Cheetah,404,404,Wild boar,野豬,Wild boar,404,404,1,
293,3,50,368,[Common sense] What is the most abundant element in the earth crust?,【常識】地殼中含量最多的元素是？,[Common sense] What is the most abundant element in the earth crust?,404,404,Oxygen,氧,Oxygen,404,404,Nitrogen,氮,Nitrogen,404,404,Aluminum,鋁,Aluminum,404,404,Silicon,矽,Silicon,404,404,1,
294,3,50,369,[Common sense] In which medium does sound travel the fastest?,【常識】聲音在哪種介質中傳播最快？,[Common sense] In which medium does sound travel the fastest?,404,404,In sea water,海水中,In sea water,404,404,Distilled water,蒸餾水,Distilled water,404,404,kerosene,煤油,kerosene,404,404,cork,軟木,cork,404,404,1,
295,3,50,370,[Common Sense] Which country is the author of the Statue of Liberty?,【常識】美國自由女神像是哪國雕塑家的作品？,[Common Sense] Which country is the author of the Statue of Liberty?,404,404,France,法國,France,404,404,United States,美國,United States,404,404,United Kingdom,英國,United Kingdom,404,404,Germany,德國,Germany,404,404,1,
296,3,50,371,"[Common Sense] Which sport is known as the ""mother of sports""?",【常識】哪項運動被譽為“體育運動之母”？,"[Common Sense] Which sport is known as the ""mother of sports""?",404,404,track and field,田徑,track and field,404,404,Swim,遊泳,Swim,404,404,Wrestling,摔跤,Wrestling,404,404,Weight lifting,舉中,Weight lifting,404,404,1,
297,1,50,372,"Which of the following Pokémon is not the ""Tao trio""?",下列哪只寶可夢不是“道之三龍”？,"Which of the following Pokémon is not the ""Tao trio""?",404,404,Cosmoem,科斯莫姆,Cosmoem,404,404,Reshiram,萊希拉姆,Reshiram,404,404,Zekrom,捷克羅姆,Zekrom,404,404,Kyurem,酋雷姆,Kyurem,404,404,1,
298,1,50,373,Who is Groudon's rival enemy?,固拉多的死敵是誰？,Who is Groudon's rival enemy?,404,404,Kyogre,蓋歐卡,Kyogre,404,404,Rayquaza,裂空座,Rayquaza,404,404,Another Groudon,另一只固拉多,Another Groudon,404,404,Humanity,人類,Humanity,404,404,1,
299,1,50,374,"In the Pokémon anime, what is the letter on Teamm Rockets’ cloth?",在寶可夢動漫中，火箭隊衣服上標誌的字母是？,"In the Pokémon anime, what is the letter on Teamm Rockets’ cloth?",404,404,R,R,R,404,404,P,P,P,404,404,H,H,H,404,404,S,S,S,404,404,1,
300,1,50,375,Which Pokémon holds a ring that can be used for hypnosis?,哪只寶可夢手裏拿著一個可用於催眠的圓環呢？,Which Pokémon holds a ring that can be used for hypnosis?,404,404,Hypno,引夢貘人,Hypno,404,404,Alakazam,胡地,Alakazam,404,404,Farfetch'd,大蔥鴨,Farfetch'd,404,404,Cubone,可拉可拉,Cubone,404,404,1,
301,2,50,376,What was the full name of Dr. Oak?,大木博士的原名叫什麽？,What was the full name of Dr. Oak?,404,404,Samuel Oak,大木雪成,Samuel Oak,404,404,Michael Oak,大木康茂,Michael Oak,404,404,Jack Oak,大木成也,Jack Oak,404,404,Adam Oak,大木掘內,Adam Oak,404,404,1,
302,2,50,377,What is the shape of the top of the female Pikachu’s tail?,雌性皮卡丘的尾巴頂端是什麽形狀的？,What is the shape of the top of the female Pikachu’s tail?,404,404,Love,愛心,Love,404,404,Star shape,星形,Star shape,404,404,Same as male,和雄性一樣,Same as male,404,404,A flower printed on the tail,尾巴上印著一朵花,A flower printed on the tail,404,404,1,
303,2,50,378,Why did Ash's Squirtle leave the team?,小智的傑尼龜離隊的原因？,Why did Ash's Squirtle leave the team?,404,404,Worked as a fireman to put out the fire,為了滅火做了消防員,Worked as a fireman to put out the fire,404,404,Pursue a stronger trainer,追尋更強大的訓練家,Pursue a stronger trainer,404,404,For its own evolution,為了自身的進化,For its own evolution,404,404,For female Squirtle,為了雌性傑尼龜,For female Squirtle,404,404,1,
304,2,50,379,Why doesn't Meowth of Team Rocket evolve?,火箭隊的喵喵為什麽不進化？,Why doesn't Meowth of Team Rocket evolve?,404,404,Exhausted learning to speak,學習說話費盡了精力,Exhausted learning to speak,404,404,Don't like to be evolved,自己不喜歡進化,Don't like to be evolved,404,404,Can't evolve,本來就不能進化,Can't evolve,404,404,Female Meowth doesn't like it,母喵喵不喜歡,Female Meowth doesn't like it,404,404,1,
305,2,50,380,Where is Pikachu's part to release electicity?,皮卡丘放電的部位在哪？,Where is Pikachu's part to release electicity?,404,404,Cheek,臉頰,Cheek,404,404,Hands,雙手,Hands,404,404,ear,耳朵,ear,404,404,Tail,尾巴,Tail,404,404,1,
306,2,50,381,How many evolution forms does Eevee have?,伊布共有多少種進化形態？,How many evolution forms does Eevee have?,404,404,8 types,8種,8 types,404,404,7 types,7種,7 types,404,404,9 types,9種,9 types,404,404,6 kinds,6種,6 kinds,404,404,1,
307,2,50,382,"Arceus, known as the creator of the Pokémon world. How did Arceus be born?",被稱為創世神的寶可夢阿爾宙斯，創造了整個世界，請問，阿爾宙斯是怎麽誕生的？,"Arceus, known as the creator of the Pokémon world. How did Arceus be born?",404,404,"Emerged from an egg in a place where there was nothing,",從虛無之處的一顆蛋中誕生,"Emerged from an egg in a place where there was nothing,",404,404,Gradually taking shape in the aurora,在極光中逐漸成形,Gradually taking shape in the aurora,404,404,The halo collects light energy and transform the body,光環收集光能幻化了身形,The halo collects light energy and transform the body,404,404,Created by humans,被人類創造而成,Created by humans,404,404,1,
308,2,50,383,Which of the following Pokémon has not been captured by James?,以下哪只寶可夢不是小次郎收服過的？,Which of the following Pokémon has not been captured by James?,404,404,Wobbuffet,果然翁,Wobbuffet,404,404,Growlithe,卡蒂狗,Growlithe,404,404,Carnivine,尖牙籠,Carnivine,404,404,Koffing,瓦斯彈,Koffing,404,404,1,
309,2,50,384,"The head of Pokémon Ralts is a bowl like shape, which will cover most of Ralts's face, but occasionally we can see its eyes. What color are its eyes?",寶可夢拉魯拉斯的頭型像是碗蓋頭，會遮住拉魯拉絲的大半面臉，但偶爾可以看到它的眼睛，請問它眼睛的顏色是？,"The head of Pokémon Ralts is a bowl like shape, which will cover most of Ralts's face, but occasionally we can see its eyes. What color are its eyes?",404,404,Red,紅色,Red,404,404,Blue,藍色,Blue,404,404,Black,黑色,Black,404,404,Green,綠色,Green,404,404,1,
310,3,50,385,How many ribbons does Sylveon have?,仙子伊布有多少條緞帶？,How many ribbons does Sylveon have?,404,404,Four,4條,Four,404,404,Two,2條,Two,404,404,Six,6條,Six,404,404,No ribbon,無緞帶,No ribbon,404,404,1,
311,3,50,386,What is wrapped around Greninja's neck?,甲賀忍蛙脖子上纏繞的是什麽？,What is wrapped around Greninja's neck?,404,404,Tongue,舌頭,Tongue,404,404,Red scarf,紅色的圍巾,Red scarf,404,404,Ninja's streamer,忍者的飄帶,Ninja's streamer,404,404,Red ribbon from Ash,小智送的紅色絲帶,Red ribbon from Ash,404,404,1,
312,3,50,387,What color are the antennae on the top of Caterpie?,綠毛蟲頭頂的觸角是什麽顏色的？,What color are the antennae on the top of Caterpie?,404,404,Red,紅色,Red,404,404,Green,綠色,Green,404,404,Yellow,黃色,Yellow,404,404,Beige,米色,Beige,404,404,1,
313,3,50,388,"Sylveon, a top ten popular Pokémon, sends a soothing aura from its ribbonlike feelers to calm fights. Where is this bow?",仙子伊布，是排名前十的高人氣寶可夢，會從蝴蝶結般的觸角裏釋放能夠消除敵意的波動，請問這個蝴蝶結分別在哪個位置？,"Sylveon, a top ten popular Pokémon, sends a soothing aura from its ribbonlike feelers to calm fights. Where is this bow?",404,404,Neck and left ear,脖子和左耳處,Neck and left ear,404,404,Neck and right ear,脖子和右耳處,Neck and right ear,404,404,Neck and left foot,脖子和左腳處,Neck and left foot,404,404,Neck and right foot,脖子和右腳處,Neck and right foot,404,404,1,
314,1,50,389,"[Common Sense] In summer, when working or exercising under the scorching sun and sweating a lot, what should you drink more to prevent heatstroke?",【常識】夏季在烈日下工作或運動量過大出汗多時，為預防中暑應該多喝？,"[Common Sense] In summer, when working or exercising under the scorching sun and sweating a lot, what should you drink more to prevent heatstroke?",404,404,Salt boiled water,鹽開水,Salt boiled water,404,404,Water with sugar,糖水,Water with sugar,404,404,Boiled water,白開水,Boiled water,404,404,Iced water,冰鎮水,Iced water,404,404,1,
315,1,50,390,[Common sense] What kind of aircraft is a stealth aircraft?,【常識】隱形飛機是指什麽樣的飛機？,[Common sense] What kind of aircraft is a stealth aircraft?,404,404,Can not detected by radar,雷達監測不到,Can not detected by radar,404,404,Invisible to the naked eye,肉眼看不到的,Invisible to the naked eye,404,404,Very small,體積很小的,Very small,404,404,Transparent,透明材質的,Transparent,404,404,1,
316,1,50,391,[Common sense] What determines the level of voice?,【常識】聲音的高低是由什麽決定的？,[Common sense] What determines the level of voice?,404,404,Frequency of body vibration,發生體振動的頻率,Frequency of body vibration,404,404,The material of the acoustic source,發聲體的材料,The material of the acoustic source,404,404,Amplitude of the sounding body,發聲體的振幅,Amplitude of the sounding body,404,404,The structure of the sounding body,發聲體的結構,The structure of the sounding body,404,404,1,
317,1,50,392,[Common sense] Light travels at different speeds in different media. What media can light travels fastest?,【常識】光在不同的介質中傳播速度不同，在什麽中傳播最快？,[Common sense] Light travels at different speeds in different media. What media can light travels fastest?,404,404,Vacuum,真空,Vacuum,404,404,Metal,金屬,Metal,404,404,Water,水,Water,404,404,Air,空氣,Air,404,404,1,
318,1,50,393,[Common sense] Which part of the human tongue is most sensitive to sweetness?,【常識】人舌頭的哪個部位對甜味最敏感？,[Common sense] Which part of the human tongue is most sensitive to sweetness?,404,404,Tip of tongue,舌尖,Tip of tongue,404,404,Both sides of the tongue,舌兩側,Both sides of the tongue,404,404,Base of tongue,舌根,Base of tongue,404,404,Middle of tongue,舌中間,Middle of tongue,404,404,1,
319,1,50,394,[Common sense] What do we often mean by noise pollution?,【常識】我們常說的噪音汙染是指？,[Common sense] What do we often mean by noise pollution?,404,404,Over 80 decibels,分貝超過80,Over 80 decibels,404,404,More than 90 decibels,分貝超過90,More than 90 decibels,404,404,More than 40 decibels,分貝超過40,More than 40 decibels,404,404,More than 60 decibels,分貝超過60,More than 60 decibels,404,404,1,
320,1,50,395,[Common Sense] What is the amount of water in the body weight of an adult to maintain normal physiological activities of the human body?,【常識】水是人體不可缺少的組成部分，約占成人體重的分量是多少用以維持人體正常的生理活動？,[Common Sense] What is the amount of water in the body weight of an adult to maintain normal physiological activities of the human body?,404,404,0.666666667,0.666666667,0.666666667,404,404,0.8,0.8,0.8,404,404,0.5,0.5,0.5,404,404,0.6,0.6,0.6,404,404,1,
321,1,50,396,[Common sense] What part do dogs use to dissipate heat?,【常識】狗熱的時候一般用什麽散熱？,[Common sense] What part do dogs use to dissipate heat?,404,404,Tongue,舌頭,Tongue,404,404,skin,皮膚,skin,404,404,Eye,眼睛,Eye,404,404,ear,耳朵,ear,404,404,1,
322,1,50,397,[Common Sense] When did the First World War begin?,【常識】第一次世界大戰開始的時間是？,[Common Sense] When did the First World War begin?,404,404,1914,1914,1914,404,404,1910,1910,1910,404,404,1939,1939,1939,404,404,1940,1940,1940,404,404,1,
323,2,50,398,"[Common sense] When human skin is exposed to sunlight, it will be produced in the body?",【常識】當人的皮膚受到陽光照射時，便會在體內產生？,"[Common sense] When human skin is exposed to sunlight, it will be produced in the body?",404,404,Vitamin D,維生素D,Vitamin D,404,404,Vitamin C,維生素C,Vitamin C,404,404,Vitamin B,維生素B,Vitamin B,404,404,Vitamin A,維生素A,Vitamin A,404,404,1,
324,2,50,399,[Common sense] What is the main place for digestion and absorption of nutrients in the human body?,【常識】人體內對營養物質消化和吸收的主要場所是？,[Common sense] What is the main place for digestion and absorption of nutrients in the human body?,404,404,Small intestine,小腸,Small intestine,404,404,The large intestine,大腸,The large intestine,404,404,Stomach,胃,Stomach,404,404,Spleen,脾,Spleen,404,404,1,
325,2,50,400,"[Common Sense] After being bitten by a mosquito, you can apply ammonia, baking soda solution or soap water to relieve itching. What is the principle of this method",【常識】被蚊蟲叮咬後，可以用氨水，小蘇打溶液或肥皂水塗抹止癢，這是利用了它們的？,"[Common Sense] After being bitten by a mosquito, you can apply ammonia, baking soda solution or soap water to relieve itching. What is the principle of this method",404,404,Weakly alkaline,弱堿性,Weakly alkaline,404,404,Weak oxidizing,弱氧化性,Weak oxidizing,404,404,Weak acid,弱酸性,Weak acid,404,404,Surface activity,表面活性,Surface activity,404,404,1,
326,2,50,401,[Common sense] What is the most safe guarantee way to do when an airplane takes off and landed?,【常識】飛機起飛與降落時，應該怎樣才最有安全保障？,[Common sense] What is the most safe guarantee way to do when an airplane takes off and landed?,404,404,"Take off against the wind, land against the wind",逆風起飛，逆風降落,"Take off against the wind, land against the wind",404,404,"Take off with a tailwind, and land with a tailwind",順風起飛，順風降落,"Take off with a tailwind, and land with a tailwind",404,404,"Take off downwind, land upwind",順風起飛，逆風降落,"Take off downwind, land upwind",404,404,"Take off against the wind, land downwind",逆風起飛，順風降落,"Take off against the wind, land downwind",404,404,1,
327,2,50,402,[Common sense] The bitter taste of sea water is because it contains?,【常識】海水有苦味是因為它含有？,[Common sense] The bitter taste of sea water is because it contains?,404,404,Magnesium Chloride,氯化鎂,Magnesium Chloride,404,404,Sodium Chloride,氯化鈉,Sodium Chloride,404,404,Potassium Chloride,氯化鉀,Potassium Chloride,404,404,Calcium chloride,氯化鈣,Calcium chloride,404,404,1,
328,2,50,403,[Common Sense] What are the detoxification organs of the human body?,【常識】人體的解毒器官是？,[Common Sense] What are the detoxification organs of the human body?,404,404,Liver,肝臟,Liver,404,404,Spleen,脾,Spleen,404,404,Kidney,腎臟,Kidney,404,404,Stomach,胃,Stomach,404,404,1,
329,2,50,404,[Common sense] Which of the following is not the world’s three golden waterways?,【常識】下列中哪個不是世界三大黃金水道？,[Common sense] Which of the following is not the world’s three golden waterways?,404,404,Strait of Gibraltar,直布羅陀海峽,Strait of Gibraltar,404,404,Panama Canal,巴拿馬運河,Panama Canal,404,404,"Mississippi River ","密西西比河 ","Mississippi River ",404,404,Suez Canal,蘇伊士運河,Suez Canal,404,404,1,
330,2,50,405,[Common Sense] Which of the following famous palaces is located in the UK?,【常識】下列著名宮殿中哪個位於英國？,[Common Sense] Which of the following famous palaces is located in the UK?,404,404,Buckingham Palace,白金漢宮,Buckingham Palace,404,404,Kremlin,克裏姆林宮,Kremlin,404,404,Palace of Versailles,凡爾賽宮,Palace of Versailles,404,404,"The Imperial Palace ",故宮,"The Imperial Palace ",404,404,1,
331,2,50,406,[Common sense] Which is the tallest tower in the world?,【常識】世界上最高的塔是哪一座？,[Common sense] Which is the tallest tower in the world?,404,404,Toronto Tower,多倫多塔,Toronto Tower,404,404,Berlin Television Tower,東柏林塔,Berlin Television Tower,404,404,Eiffel tower,埃菲爾鐵塔,Eiffel tower,404,404,Moscow tower,莫斯科塔,Moscow tower,404,404,1,
332,3,50,407,"[Common sense] People feel that the air in the forest is particularly fresh, because the air contains a lot of it?",【常識】人們會感覺森林裏的空氣特別清新，原因是空氣中含有大量的？,"[Common sense] People feel that the air in the forest is particularly fresh, because the air contains a lot of it?",404,404,Negative oxygen ions,負氧離子,Negative oxygen ions,404,404,Helium ion,氦離子,Helium ion,404,404,Hydrogen ion,氫離子,Hydrogen ion,404,404,Nitrogen ion,氮離子,Nitrogen ion,404,404,1,
333,3,50,408,[Common Sense] Which of the following animals is not a mammal?,【常識】下列哪種動物不屬於哺乳動物？,[Common Sense] Which of the following animals is not a mammal?,404,404,Sea turtle,海龜,Sea turtle,404,404,Kangaroo,袋鼠,Kangaroo,404,404,Bat,蝙蝠,Bat,404,404,Whale,鯨魚,Whale,404,404,1,
334,3,50,409,[Common sense] What is the fluorescent material that can be made into a TV?,【常識】能夠做成電視機的熒光材料物質是,[Common sense] What is the fluorescent material that can be made into a TV?,404,404,ZnS,ZnS,ZnS,404,404,CuS,CuS,CuS,404,404,BaS,BaS,BaS,404,404,CaS,CaS,CaS,404,404,1,
335,3,50,410,[Common Sense] Who is the founder of Esperanto?,【常識】世界語的創始人是？,[Common Sense] Who is the founder of Esperanto?,404,404,Zamenhof,柴門霍夫,Zamenhof,404,404,Ellis,埃利斯,Ellis,404,404,Braille,布拉耶,Braille,404,404,Ogden,奧格登,Ogden,404,404,1,
336,3,50,411,[Common Sense] Which day is “World Environment Day”?,【常識】“世界環保日”是在每年的哪一天？,[Common Sense] Which day is “World Environment Day”?,404,404,June 5th,6月5日,June 5th,404,404,June 4th,6月4日,June 4th,404,404,June 6th,6月6日,June 6th,404,404,June 8th,6月8日,June 8th,404,404,1,
